-18667636019,200,200
104025522,200,200
65582573,200,200
44692416,200,200
342107481,200,200
-5290826,200,200
76089915,200,200
-5704916,200,200
87647182,200,200
98589426,200,200
-118501315,200,200
42972225,200,200
39175234,200,200
-1109777,200,200
-21774837,200,200
-116903068,200,200
58987601,200,200
46339274,200,200
8103685,200,200
59271227,200,200
-34912960,200,200
48081605,200,200
50200869,200,200
86061435,200,200
98035166,200,200
-83963613,200,200
62650357,200,200
54757454,200,200
22796266,200,200
75591598,200,200
-6233910869,200,200
-10330820731,200,200
-8796988905,200,200
198053544,200,200
129696803,200,200
-4830042429,200,200
88271771,200,200
23964081,200,200
48689294,200,200
33858707,200,200
-42831635,200,200
92347710,200,200
69947933,200,200
62652033,200,200
298042029,200,200
-116354465,200,200
-17479178,200,200
-184301096,200,200
65597450,200,200
69761388,200,200
-29329499,200,200
42827026,200,200
137482850,200,200
85562698,200,200
60795023,200,200
1854636,200,200
45035338,200,200
93397703,200,200
43792511,200,200
-8438085,200,200
-21903204,200,200
190305071,200,200
-95141711,200,200
33054763,200,200
19274937,200,200
-3394953608,200,200
65468314,200,200
124344098,200,200
87825067,200,200
-2223783064,200,200
-812421423,200,200
-2986670532,200,200
11442727,200,200
28921207,200,200
38877152,200,200
-5133547304,200,200
99082574,200,200
59260262,200,200
111476330,200,200
42918937,200,200
64492421,200,200
-47112068,200,200
114311396,200,200
117630744,200,200
63188275,200,200
34155880,200,200
63076179,200,200
63320763,200,200
31490808,200,200
54377377,200,200
-63699094,200,200
66384841,200,200
97446892,200,200
73991394,200,200
169624229,200,200
-65137266,200,200
59137271,200,200
88359702,200,200
65089354,200,200
22299972,200,200
-28168178,200,200
79446557,200,200
16875052,200,200
83233911,200,200
40322029,200,200
-47910284,200,200
75589782,200,200
39100155,200,200
37163596,200,200
3284287,200,200
-52814305696,200,200
148124428,200,200
-85713276,200,200
34058871,200,200
70917470,200,200
-1848190387,200,200
129949211,200,200
72271972,200,200
213092118,200,200
112352000,200,200
-7844853,200,200
77370456,200,200
154810613,200,200
125352956,200,200
151289425,200,200
-433394720,200,200
76425363,200,200
98761444,200,200
76472506,200,200
56336285,200,200
-62966390,200,200
105035357,200,200
154089921,200,200
97356379,200,200
123563901,200,200
-177549748,200,200
61814356,200,200
318785799,200,200
124354854,200,200
-69532169,200,200
-625023494,200,200
121971381,200,200
3173518,200,200
103187566,200,200
25252373,200,200
-3873816,200,200
76651091,200,200
55689346,200,200
2247618078,200,200
59963004,200,200
-41657161844,200,200
-46579528,200,200
115463569,200,200
-11078365,200,200
57795619,200,200
-1226343555,200,200
66453493,200,200
116242649,200,200
63142808,200,200
66811012,200,200
-132321090,200,200
91250573,200,200
-62242554,200,200
35074085,200,200
49805426,200,200
-76729592,200,200
73064391,200,200
98277584,200,200
55860039,200,200
41348067,200,200
-135180462,200,200
36757748,200,200
54265911,200,200
80036787,200,200
158184994,200,200
-40512624,200,200
47341356,200,200
44867999,200,200
79810430,200,200
89707639,200,200
-118929792,200,200
33342090,200,200
79330482,200,200
81597739,200,200
-106311986,200,200
-472223124,200,200
31866903,200,200
31693906,200,200
88488769,200,200
33424922,200,200
-97867127,200,200
51805961,200,200
2307492245,200,200
148365868,200,200
-13977506708,200,200
-1931370380,200,200
-15370670,200,200
78183060,200,200
105528088,200,200
91278510,200,200
-2910473130,200,200
80049009,200,200
88834902,200,200
160036277,200,200
94338467,200,200
-55292368,200,200
31692928,200,200
56232152,200,200
62524713,200,200
53843162,200,200
-522174867,200,200
11627038,200,200
101533934,200,200
43777984,200,200
37189297,200,200
-124644624,200,200
44107496,200,200
-44873375,200,200
78738018,200,200
47112208,200,200
-3645086,200,200
101473102,200,200
83973530,200,200
135046437,200,200
42744683,200,200
-85521283,200,200
71177211,200,200
79190729,200,200
65552193,200,200
603366759,200,200
-683948796,200,200
158935928,200,200
44675934,200,200
66461806,200,200
43358379,200,200
-43345189122,200,200
6654687,200,200
35458490,200,200
82793142,200,200
-392166012,200,200
-1291666179,200,200
47165427,200,200
146926020,200,200
27357181,200,200
88751791,200,200
-153661166,200,200
-50291242,200,200
121148720,200,200
150076910,200,200
88623841,200,200
